"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TK7I3JW4","journalArticle","2017","Brooks, Brandon; Olm, Matthew R.; Firek, Brian A.; Baker, Robyn; Thomas, Brian C.; Morowitz, Michael J.; Banfield, Jillian F.","Strain-resolved analysis of hospital rooms and infants reveals overlap between the human and room microbiome","Nature Communications","","2041-1723","10.1038/s41467-017-02018-w","https://www.nature.com/articles/s41467-017-02018-w","It is thought that the hospital environment may contribute to infant microbiome development. Here, Brooks et al. present a genome-resolved metagenomic study of microbial genotypes from the infant gut and from neonatal intensive care unit rooms, showing that some strains are found in both infants and rooms.","2017-11-27","2019-04-23 01:48:19","2021-03-15 20:48:54","2019-06-07 11:57:22","1814","","1","8","","","","","","","","","","En","2017 The Author(s)","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/SBX76CZP/Brooks et al_2017_Strain-resolved analysis of hospital rooms and infants reveals overlap between.pdf; /Users/mattolm/Zotero/storage/HU8INFEX/s41467-017-02018-w.html","","Zotero_April11_2018; MyBiliolography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88C2L2VF","journalArticle","2017","Olm, Matthew R.; Brown, Christopher T.; Brooks, Brandon; Banfield, Jillian F.","dRep: a tool for fast and accurate genomic comparisons that enables improved genome recovery from metagenomes through de-replication","The ISME Journal","","1751-7370","10.1038/ismej.2017.126","https://www.nature.com/articles/ismej2017126","The number of microbial genomes sequenced each year is expanding rapidly, in part due to genome-resolved metagenomic studies that routinely recover hundreds of draft-quality genomes. Rapid algorithms have been developed to comprehensively compare large genome sets, but they are not accurate with draft-quality genomes. Here we present dRep, a program that reduces the computational time for pairwise genome comparisons by sequentially applying a fast, inaccurate estimation of genome distance, and a slow, accurate measure of average nucleotide identity. dRep achieves a 28 × increase in speed with perfect recall and precision when benchmarked against previously developed algorithms. We demonstrate the use of dRep for genome recovery from time-series datasets. Each metagenome was assembled separately, and dRep was used to identify groups of essentially identical genomes and select the best genome from each replicate set. This resulted in recovery of significantly more and higher-quality genomes compared to the set recovered using co-assembly.","2017-07-25","2018-06-05 16:38:21","2021-03-15 20:49:01","2019-06-07 11:57:04","2864-2868","","12","11","","","dRep","","","","","","","en","2017 Nature Publishing Group","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/ZABTQFHD/Olm et al_2017_dRep.pdf; /Users/mattolm/Zotero/storage/Y3Y8JJ5J/ismej2017126.html","","Zotero_April11_2018; MyBiliolography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADREBLD7","journalArticle","2018","Rahman, Sumayah F.; Olm, Matthew R.; Morowitz, Michael J.; Banfield, Jillian F.","Machine Learning Leveraging Genomes from Metagenomes Identifies Influential Antibiotic Resistance Genes in the Infant Gut Microbiome","mSystems","","2379-5077","10.1128/mSystems.00123-17","https://msystems.asm.org/content/3/1/e00123-17","Antibiotic resistance in pathogens is extensively studied, and yet little is known about how antibiotic resistance genes of typical gut bacteria influence microbiome dynamics. Here, we leveraged genomes from metagenomes to investigate how genes of the premature infant gut resistome correspond to the ability of bacteria to survive under certain environmental and clinical conditions. We found that formula feeding impacts the resistome. Random forest models corroborated by statistical tests revealed that the gut resistome of formula-fed infants is enriched in class D beta-lactamase genes. Interestingly, Clostridium difficile strains harboring this gene are at higher abundance in formula-fed infants than C. difficile strains lacking this gene. Organisms with genes for major facilitator superfamily drug efflux pumps have higher replication rates under all conditions, even in the absence of antibiotic therapy. Using a machine learning approach, we identified genes that are predictive of an organism’s direction of change in relative abundance after administration of vancomycin and cephalosporin antibiotics. The most accurate results were obtained by reducing annotated genomic data to five principal components classified by boosted decision trees. Among the genes involved in predicting whether an organism increased in relative abundance after treatment are those that encode subclass B2 beta-lactamases and transcriptional regulators of vancomycin resistance. This demonstrates that machine learning applied to genome-resolved metagenomics data can identify key genes for survival after antibiotics treatment and predict how organisms in the gut microbiome will respond to antibiotic administration. IMPORTANCE The process of reconstructing genomes from environmental sequence data (genome-resolved metagenomics) allows unique insight into microbial systems. We apply this technique to investigate how the antibiotic resistance genes of bacteria affect their ability to flourish in the gut under various conditions. Our analysis reveals that strain-level selection in formula-fed infants drives enrichment of beta-lactamase genes in the gut resistome. Using genomes from metagenomes, we built a machine learning model to predict how organisms in the gut microbial community respond to perturbation by antibiotics. This may eventually have clinical applications.","2018-02-27","2018-06-05 16:43:30","2021-03-15 20:49:08","2019-06-07 11:56:46","e00123-17","","1","3","","","","","","","","","","en","Copyright © 2018 Rahman et al.. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International license.","","","","msystems.asm.org","","PMID: 29359195","","; /Users/mattolm/Zotero/storage/S5CTYZVK/Rahman et al_2018_Machine Learning Leveraging Genomes from Metagenomes Identifies Influential.pdf; /Users/mattolm/Zotero/storage/5K22QDC5/e00123-17.html","http://www.ncbi.nlm.nih.gov/pubmed/29359195","Zotero_April11_2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BRA8SIG","journalArticle","2018","Brown, Christopher T.; Xiong, Weili; Olm, Matthew R.; Thomas, Brian C.; Baker, Robyn; Firek, Brian; Morowitz, Michael J.; Hettich, Robert L.; Banfield, Jillian F.","Hospitalized Premature Infants Are Colonized by Related Bacterial Strains with Distinct Proteomic Profiles","mBio","","2150-7511","10.1128/mBio.00441-18","https://mbio.asm.org/content/9/2/e00441-18","During the first weeks of life, microbial colonization of the gut impacts human immune system maturation and other developmental processes. In premature infants, aberrant colonization has been implicated in the onset of necrotizing enterocolitis (NEC), a life-threatening intestinal disease. To study the premature infant gut colonization process, genome-resolved metagenomics was conducted on 343 fecal samples collected during the first 3 months of life from 35 premature infants housed in a neonatal intensive care unit, 14 of whom developed NEC, and metaproteomic measurements were made on 87 samples. Microbial community composition and proteomic profiles remained relatively stable on the time scale of a week, but the proteome was more variable. Although genetically similar organisms colonized many infants, most infants were colonized by distinct strains with metabolic profiles that could be distinguished using metaproteomics. Microbiome composition correlated with infant, antibiotics administration, and NEC diagnosis. Communities were found to cluster into seven primary types, and community type switched within infants, sometimes multiple times. Interestingly, some communities sampled from the same infant at subsequent time points clustered with those of other infants. In some cases, switches preceded onset of NEC; however, no species or community type could account for NEC across the majority of infants. In addition to a correlation of protein abundances with organism replication rates, we found that organism proteomes correlated with overall community composition. Thus, this genome-resolved proteomics study demonstrated that the contributions of individual organisms to microbiome development depend on microbial community context. IMPORTANCE Humans are colonized by microbes at birth, a process that is important to health and development. However, much remains to be known about the fine-scale microbial dynamics that occur during the colonization period. We conducted a genome-resolved study of microbial community composition, replication rates, and proteomes during the first 3 months of life of both healthy and sick premature infants. Infants were found to be colonized by similar microbes, but each underwent a distinct colonization trajectory. Interestingly, related microbes colonizing different infants were found to have distinct proteomes, indicating that microbiome function is not only driven by which organisms are present, but also largely depends on microbial responses to the unique set of physiological conditions in the infant gut.","2018-05-02","2018-06-05 16:42:09","2021-03-15 20:49:14","2019-06-07 11:56:37","e00441-18","","2","9","","","","","","","","","","en","Copyright © 2018 Brown et al.. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International license.","","","","mbio.asm.org","","PMID: 29636439","","/Users/mattolm/Zotero/storage/5H7YTNEZ/Brown et al_2018_Hospitalized Premature Infants Are Colonized by Related Bacterial Strains with.pdf; ; /Users/mattolm/Zotero/storage/WBZ3NBKL/e00441-18.html","http://www.ncbi.nlm.nih.gov/pubmed/29636439","metagenomics; human microbiome; necrotizing enterocolitis; iRep; metaproteomics; microbial colonization; microbial genomics; neonates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6XUA6UL","journalArticle","2018","Brooks, Brandon; Olm, Matthew R.; Firek, Brian A.; Baker, Robyn; Geller-McGrath, David; Reimer, Sophia R.; Soenjoyo, Karina R.; Yip, Jennifer S.; Dahan, Dylan; Thomas, Brian C.; Morowitz, Michael J.; Banfield, Jillian F.","The developing premature infant gut microbiome is a major factor shaping the microbiome of neonatal intensive care unit rooms","Microbiome","","2049-2618","10.1186/s40168-018-0493-5","https://doi.org/10.1186/s40168-018-0493-5","The neonatal intensive care unit (NICU) contains a unique cohort of patients with underdeveloped immune systems and nascent microbiome communities. Patients often spend several months in the same room, and it has been previously shown that the gut microbiomes of these infants often resemble the microbes found in the NICU. Little is known, however, about the identity, persistence, and absolute abundance of NICU room-associated bacteria over long stretches of time. Here, we couple droplet digital PCR (ddPCR), 16S rRNA gene surveys, and recently published metagenomics data from infant gut samples to infer the extent to which the NICU microbiome is shaped by its room occupants.","2018-06-20","2019-06-07 11:56:27","2019-06-07 11:56:27","2019-06-07 11:56:27","112","","1","6","","Microbiome","","","","","","","","","All rights reserved","","","","BioMed Central","","","","/Users/mattolm/Zotero/storage/FFJE8ZUX/Brooks et al_2018_The developing premature infant gut microbiome is a major factor shaping the.pdf; /Users/mattolm/Zotero/storage/ZIZJDT2N/s40168-018-0493-5.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2X9KE4PQ","journalArticle","2019","Carnevali, Paula B. Matheus; Schulz, Frederik; Castelle, Cindy J.; Kantor, Rose S.; Shih, Patrick M.; Sharon, Itai; Santini, Joanne M.; Olm, Matthew R.; Amano, Yuki; Thomas, Brian C.; Anantharaman, Karthik; Burstein, David; Becraft, Eric D.; Stepanauskas, Ramunas; Woyke, Tanja; Banfield, Jillian F.","Hydrogen-based metabolism as an ancestral trait in lineages sibling to the Cyanobacteria","Nature Communications","","2041-1723","10.1038/s41467-018-08246-y","https://www.nature.com/articles/s41467-018-08246-y","Most cyanobacteria are oxygenic photoautotrophs, and fermenters under dark anoxic conditions. Here, the authors analyse genomic sequences of related uncultivated bacteria, inferring their metabolic potential, and supporting that their common ancestor was an anaerobe capable of fermentation and H2 metabolism.","2019-01-28","2019-06-07 11:55:17","2019-06-07 11:55:55","2019-06-07 11:55:17","463","","1","10","","","","","","","","","","En","2019 The Author(s)","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/3TN9Z4UT/Carnevali et al_2019_Hydrogen-based metabolism as an ancestral trait in lineages sibling to the.pdf; /Users/mattolm/Zotero/storage/DZNFTT9L/s41467-018-08246-y.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNAL3EIK","journalArticle","2019","Rahman, Sumayah F.; Olm, Matthew R.; Morowitz, Michael J.; Banfield, Jill F.","Functional potential of bacterial strains in the premature infant gut microbiome is associated with gestational age","bioRxiv","","","10.1101/530139","https://www.biorxiv.org/content/10.1101/530139v1","<p>The gut microbiota of premature and full-term infants have many known differences, but the extent to which the degree of prematurity influences the structure and functional potential of the microbiome has not been deeply explored. Here, we used genome-resolved metagenomics to address how gestational age impacts the premature infant gut microbiome. We found that gestational age is associated with species richness, with more premature infants having lower species richness; this effect lasts until the fourth week of life. Novel Clostridium species and strains related to Streptococcus salivarius and Enterococcus faecalis colonize infants of different gestational ages, and the metabolic potential of these organisms can be distinguished. Thus, we conclude that the extent of prematurity, or directly linked factors, can be an important influence on the microbiome and its functions.</p>","2019-01-24","2019-06-07 11:55:23","2019-06-07 11:55:23","2019-06-07 11:55:23","530139","","","","","","","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","www.biorxiv.org","","","","/Users/mattolm/Zotero/storage/GQ9CIU3T/Rahman et al_2019_Functional potential of bacterial strains in the premature infant gut.pdf; /Users/mattolm/Zotero/storage/59V2GK57/530139v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIY8TBV7","journalArticle","2019","Bouma-Gregson, Keith; Olm, Matthew R.; Probst, Alexander J.; Anantharaman, Karthik; Power, Mary E.; Banfield, Jillian F.","Impacts of microbial assemblage and environmental conditions on the distribution of anatoxin-a producing cyanobacteria within a river network","The ISME Journal","","1751-7370","10.1038/s41396-019-0374-3","https://www.nature.com/articles/s41396-019-0374-3","Blooms of planktonic cyanobacteria have long been of concern in lakes, but more recently, harmful impacts of riverine benthic cyanobacterial mats been recognized. As yet, we know little about how various benthic cyanobacteria are distributed in river networks, or how environmental conditions or other associated microbes in their consortia affect their biosynthetic capacities. We performed metagenomic sequencing for 22 Oscillatoriales-dominated (Cyanobacteria) microbial mats collected across the Eel River network in Northern California and investigated factors associated with anatoxin-a producing cyanobacteria. All microbial communities were dominated by one or two cyanobacterial species, so the key mat metabolisms involve oxygenic photosynthesis and carbon oxidation. Only a few metabolisms fueled the growth of the mat communities, with little evidence for anaerobic metabolic pathways. We genomically defined four cyanobacterial species, all which shared <96% average nucleotide identity with reference Oscillatoriales genomes and are potentially novel species in the genus Microcoleus. One of the Microcoleus species contained the anatoxin-a biosynthesis genes, and we describe the first anatoxin-a gene cluster from the Microcoleus clade within Oscillatoriales. Occurrence of these four Microcoleus species in the watershed was correlated with total dissolved nitrogen and phosphorus concentrations, and the species that contains the anatoxin-a gene cluster was found in sites with higher nitrogen concentrations. Microbial assemblages in mat samples with the anatoxin-a gene cluster consistently had a lower abundance of Burkholderiales (Betaproteobacteria) species than did mats without the anatoxin-producing genes. The associations of water nutrient concentrations and certain co-occurring microbes with anatoxin-a producing Microcoleus motivate further exploration for their roles as potential controls on the distributions of toxigenic benthic cyanobacteria in river networks.","2019-02-26","2019-05-25 00:37:20","2019-06-07 04:47:05","2019-05-25 00:37:21","1618","","6","13","","","","","","","","","","En","2019 The Author(s)","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/Y4YPQ9LU/Bouma-Gregson et al_2019_Impacts of microbial assemblage and environmental conditions on the.pdf; /Users/mattolm/Zotero/storage/K6PRCRFB/s41396-019-0374-3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK65TPRC","journalArticle","2019","Devoto, Audra E.; Santini, Joanne M.; Olm, Matthew R.; Anantharaman, Karthik; Munk, Patrick; Tung, Jenny; Archie, Elizabeth A.; Turnbaugh, Peter J.; Seed, Kimberley D.; Blekhman, Ran; Aarestrup, Frank M.; Thomas, Brian C.; Banfield, Jillian F.","Megaphages infect Prevotella and variants are widespread in gut microbiomes","Nature Microbiology","","2058-5276","10.1038/s41564-018-0338-9","https://www.nature.com/articles/s41564-018-0338-9","Here the authors discover megaphages, or Lak phages, with genomes &gt;540 kilobases in length in the gut microbiomes of a range of hosts, identify Prevotella as the bacterial host and suggest that these phages are common members of the mammalian gut microbiome.","2019-04-28","2019-06-07 04:09:35","2019-06-07 04:46:30","2019-06-07 04:09:35","693","","4","4","","","","","","","","","","En","2019 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/QDL8L9BV/Devoto et al_2019_Megaphages infect Prevotella and variants are widespread in gut microbiomes.pdf; /Users/mattolm/Zotero/storage/KTHRI3T2/s41564-018-0338-9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RD8NEX4M","journalArticle","2019","Olm, Matthew R.; West, Patrick T.; Brooks, Brandon; Firek, Brian A.; Baker, Robyn; Morowitz, Michael J.; Banfield, Jillian F.","Genome-resolved metagenomics of eukaryotic populations during early colonization of premature infants and in hospital rooms","Microbiome","","2049-2618","10.1186/s40168-019-0638-1","https://doi.org/10.1186/s40168-019-0638-1","Fungal infections are a significant cause of mortality and morbidity in hospitalized preterm infants, yet little is known about eukaryotic colonization of infants and of the neonatal intensive care unit as a possible source of colonizing strains. This is partly because microbiome studies often utilize bacterial 16S rRNA marker gene sequencing, a technique that is blind to eukaryotic organisms. Knowledge gaps exist regarding the phylogeny and microdiversity of eukaryotes that colonize hospitalized infants, as well as potential reservoirs of eukaryotes in the hospital room built environment.","2019-02-15","2019-06-07 04:09:23","2019-06-07 04:09:23","2019-06-07 04:09:23","26","","1","7","","Microbiome","","","","","","","","","All rights reserved","","","","BioMed Central","","","","/Users/mattolm/Zotero/storage/7QU5US3U/Olm et al_2019_Genome-resolved metagenomics of eukaryotic populations during early.pdf; /Users/mattolm/Zotero/storage/NX95C69W/s40168-019-0638-1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KBCFG2R","journalArticle","2021","Olm, Matthew R; Sonnenburg, Justin L","Ancient human faeces reveal gut microbes of the past","Nature","","","https://doi.org/10.1038/d41586-021-01266-7","https://doi.org/10.1038/d41586-021-01266-7","","2021-05-17","2021-06-07 21:01:42","2021-06-07 21:11:20","","","","","","","","","","","","","","","","All rights reserved","","","","","","Publisher: Nature Publishing Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDDK2WKD","journalArticle","2021","West, Patrick T.; Peters, Samantha L.; Olm, Matthew R.; Yu, Feiqiao B.; Gause, Haley; Lou, Yue Clare; Firek, Brian A.; Baker, Robyn; Johnson, Alexander D.; Morowitz, Michael J.; Hettich, Robert L.; Banfield, Jillian F.","Genetic and behavioral adaptation of Candida parapsilosis to the microbiome of hospitalized infants revealed by in situ genomics, transcriptomics, and proteomics","Microbiome","","2049-2618","10.1186/s40168-021-01085-y","https://doi.org/10.1186/s40168-021-01085-y","Candida parapsilosis is a common cause of invasive candidiasis, especially in newborn infants, and infections have been increasing over the past two decades. C. parapsilosis has been primarily studied in pure culture, leaving gaps in understanding of its function in a microbiome context.","2021-06-21","2020-06-23 00:34:12","2022-07-29 15:40:53","","142","","1","9","","Microbiome","","","","","","","","","All rights reserved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YU8B9S2","journalArticle","2021","Lou, Yue Clare; Olm, Matthew R.; Diamond, Spencer; Crits-Christoph, Alexander; Firek, Brian A.; Baker, Robyn; Morowitz, Michael J.; Banfield, Jillian F.","Infant gut strain persistence is associated with maternal origin, phylogeny, and traits including surface adhesion and iron acquisition","Cell Reports Medicine","","2666-3791","10.1016/j.xcrm.2021.100393","https://www.sciencedirect.com/science/article/pii/S2666379121002512","Summary Gut microbiome succession affects infant development. However, it remains unclear what factors promote persistence of initial bacterial colonizers in the developing gut. Here, we perform strain-resolved analyses to compare gut colonization of preterm and full-term infants throughout the first year of life and evaluate associations between strain persistence and strain origin as well as genetic potential. Analysis of fecal metagenomes collected from 13 full-term and 9 preterm infants reveals that infants’ initially distinct microbiomes converge by age 1 year. Approximately 11% of early colonizers, primarily Bacteroides and Bifidobacterium, persist during the first year of life, and those are more prevalent in full-term, compared with preterm infants. Examination of 17 mother-infant pairs reveals maternal gut strains are significantly more likely to persist in the infant gut than other strains. Enrichment in genes for surface adhesion, iron acquisition, and carbohydrate degradation may explain persistence of some strains through the first year of life.","2021-09-21","2021-09-17 20:47:40","2022-07-29 15:40:49","","100393","","9","2","","Cell Reports Medicine","","","","","","","","","All rights reserved","","","","","","","","","","community ecology; early-life gut colonization; Infant gut microbiome; strain-resolved metagenomics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3F9TIIZ","journalArticle","2021","Mirzayi, Chloe; Renson, Audrey; Furlanello, Cesare; Sansone, Susanna-Assunta; Zohra, Fatima; Elsafoury, Shaimaa; Geistlinger, Ludwig; Kasselman, Lora J.; Eckenrode, Kelly; van de Wijgert, Janneke; Loughman, Amy; Marques, Francine Z.; MacIntyre, David A.; Arumugam, Manimozhiyan; Azhar, Rimsha; Beghini, Francesco; Bergstrom, Kirk; Bhatt, Ami; Bisanz, Jordan E.; Braun, Jonathan; Bravo, Hector Corrada; Buck, Gregory A.; Bushman, Frederic; Casero, David; Clarke, Gerard; Collado, Maria Carmen; Cotter, Paul D.; Cryan, John F.; Demmer, Ryan T.; Devkota, Suzanne; Elinav, Eran; Escobar, Juan S.; Fettweis, Jennifer; Finn, Robert D.; Fodor, Anthony A.; Forslund, Sofia; Franke, Andre; Furlanello, Cesare; Gilbert, Jack; Grice, Elizabeth; Haibe-Kains, Benjamin; Handley, Scott; Herd, Pamela; Holmes, Susan; Jacobs, Jonathan P.; Karstens, Lisa; Knight, Rob; Knights, Dan; Koren, Omry; Kwon, Douglas S.; Langille, Morgan; Lindsay, Brianna; McGovern, Dermot; McHardy, Alice C.; McWeeney, Shannon; Mueller, Noel T.; Nezi, Luigi; Olm, Matthew; Palm, Noah; Pasolli, Edoardo; Raes, Jeroen; Redinbo, Matthew R.; Rühlemann, Malte; Balfour Sartor, R.; Schloss, Patrick D.; Schriml, Lynn; Segal, Eran; Shardell, Michelle; Sharpton, Thomas; Smirnova, Ekaterina; Sokol, Harry; Sonnenburg, Justin L.; Srinivasan, Sujatha; Thingholm, Louise B.; Turnbaugh, Peter J.; Upadhyay, Vaibhav; Walls, Ramona L.; Wilmes, Paul; Yamada, Takuji; Zeller, Georg; Zhang, Mingyu; Zhao, Ni; Zhao, Liping; Bao, Wenjun; Culhane, Aedin; Devanarayan, Viswanath; Dopazo, Joaquin; Fan, Xiaohui; Fischer, Matthias; Jones, Wendell; Kusko, Rebecca; Mason, Christopher E.; Mercer, Tim R.; Sansone, Susanna-Assunta; Scherer, Andreas; Shi, Leming; Thakkar, Shraddha; Tong, Weida; Wolfinger, Russ; Hunter, Christopher; Segata, Nicola; Huttenhower, Curtis; Dowd, Jennifer B.; Jones, Heidi E.; Waldron, Levi; Genomic Standards Consortium; Massive Analysis and Quality Control Society","Reporting guidelines for human microbiome research: the STORMS checklist","Nature Medicine","","1546-170X","10.1038/s41591-021-01552-x","https://doi.org/10.1038/s41591-021-01552-x","The particularly interdisciplinary nature of human microbiome research makes the organization and reporting of results spanning epidemiology, biology, bioinformatics, translational medicine and statistics a challenge. Commonly used reporting guidelines for observational or genetic epidemiology studies lack key features specific to microbiome studies. Therefore, a multidisciplinary group of microbiome epidemiology researchers adapted guidelines for observational and genetic studies to culture-independent human microbiome studies, and also developed new reporting elements for laboratory, bioinformatics and statistical analyses tailored to microbiome studies. The resulting tool, called ‘Strengthening The Organization and Reporting of Microbiome Studies’ (STORMS), is composed of a 17-item checklist organized into six sections that correspond to the typical sections of a scientific publication, presented as an editable table for inclusion in supplementary materials. The STORMS checklist provides guidance for concise and complete reporting of microbiome studies that will facilitate manuscript preparation, peer review, and reader comprehension of publications and comparative analysis of published results.","2021-11-01","2022-05-16 23:11:28","2022-05-16 23:11:28","","1885-1892","","11","27","","Nature Medicine","","","","","","","","","All rights reserved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TI9D2KZ2","journalArticle","2021","Bouma‐Gregson, Keith; Crits‐Christoph, Alexander; Olm, Mathew R.; Power, Mary E.; Banfield, Jillian F.","Microcoleus (Cyanobacteria) form watershed wide populations without strong gradients in population structure","Molecular Ecology","","0962-1083, 1365-294X","10.1111/mec.16208","https://onlinelibrary.wiley.com/doi/10.1111/mec.16208","The relative importance of separation by distance and by environment to population genetic diversity can be conveniently tested in river networks, where these two drivers are often independently distributed over space. To evaluate the importance of dispersal and environmental conditions in shaping microbial population structures, we performed genome-­resolved metagenomic analyses of benthic Microcoleus-d­ ominated cyanobacterial mats collected in the Eel and Russian River networks (California, USA). The 64 Microcoleus genomes were clustered into three species that shared >96.5% average nucleotide identity (ANI). Most mats were dominated by one strain, but minor alleles within mats were often shared, even over large spatial distances (>300 km). Within the most common Microcoleus species, the ANI between the dominant strains within mats decreased with increasing spatial separation. However, over shorter spatial distances (tens of kilometres), mats from different subwatersheds had lower ANI than mats from the same subwatershed, suggesting that at shorter spatial distances environmental differences between subwatersheds in factors like canopy cover, conductivity, and mean annual temperature decreases ANI. Since mats in smaller creeks had similar levels of nucleotide diversity (π) as mats in larger downstream subwatersheds, within-­mat genetic diversity does not appear to depend on the downstream accumulation of upstream-­derived strains. The four-g­ amete test and sequence length bias suggest recombination occurs between almost all strains within each species, even between populations separated by large distances or living in different habitats. Overall, our results show that, despite some isolation by distance and environmental conditions, sufficient gene-­flow occurs among cyanobacterial strains to prevent either driver from producing distinctive population structures across the watershed.","2021-10-04","2022-05-16 23:13:22","2022-06-24 23:18:52","2022-05-16 23:13:22","86-103","","1","31","","Molecular Ecology","","","","","","","","en","All rights reserved","","","","DOI.org (Crossref)","","","","/Users/mattolm/Zotero/storage/IPUTRLT9/Bouma‐Gregson et al. - 2022 - Microcoleus (Cyanobacteria) form watershed‐.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWSFI5WN","journalArticle","2021","Crits-Christoph, Alexander; Bhattacharya, Nicholas; Olm, Matthew R.; Song, Yun S.; Banfield, Jillian F.","Transporter genes in biosynthetic gene clusters predict metabolite characteristics and siderophore activity","Genome Research","","1088-9051, 1549-5469","10.1101/gr.268169.120","http://genome.cshlp.org/lookup/doi/10.1101/gr.268169.120","Biosynthetic gene clusters (BGCs) are operonic sets of microbial genes that synthesize specialized metabolites with diverse functions, including siderophores and antibiotics, which often require export to the extracellular environment. For this reason, genes for transport across cellular membranes are essential for the production of specialized metabolites and are often genomically colocalized with BGCs. Here, we conducted a comprehensive computational analysis of transporters associated with characterized BGCs. In addition to known exporters, in BGCs we found many importer-specific transmembrane domains that co-occur with substrate binding proteins possibly for uptake of siderophores or metabolic precursors. Machine learning models using transporter gene frequencies were predictive of known siderophore activity, molecular weights, and a measure of lipophilicity (log               P               ) for corresponding BGC-synthesized metabolites. Transporter genes associated with BGCs were often equally or more predictive of metabolite features than biosynthetic genes. Given the importance of siderophores as pathogenicity factors, we used transporters specific for siderophore BGCs to identify both known and uncharacterized siderophore-like BGCs in genomes from metagenomes from the infant and adult gut microbiome. We find that 23% of microbial genomes from premature infant guts have siderophore-like BGCs, but only 3% of those assembled from adult gut microbiomes do. Although siderophore-like BGCs from the infant gut are predominantly associated with Enterobacteriaceae and               Staphylococcus               , siderophore-like BGCs can be identified from taxa in the adult gut microbiome that have rarely been recognized for siderophore production. Taken together, these results show that consideration of BGC-associated transporter genes can inform predictions of specialized metabolite structure and function.","2021-02","2021-01-20 18:16:05","2022-07-29 15:40:36","2022-05-16 23:23:53","239-250","","2","31","","Genome Res.","","","","","","","","en","All rights reserved","","","","DOI.org (Crossref)","","","","/Users/mattolm/Zotero/storage/FV5MHQS7/Crits-Christoph et al. - 2021 - Transporter genes in biosynthetic gene clusters pr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
