"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IFUZZTS9","journalArticle","2017","Olm, Matthew R.; Butterfield, Cristina N.; Copeland, Alex; Boles, T. Christian; Thomas, Brian C.; Banfield, Jillian F.","The Source and Evolutionary History of a Microbial Contaminant Identified Through Soil Metagenomic Analysis","mBio","","2150-7511","10.1128/mBio.01969-16","https://mbio.asm.org/content/8/1/e01969-16","In this study, strain-resolved metagenomics was used to solve a mystery. A 6.4-Mbp complete closed genome was recovered from a soil metagenome and found to be astonishingly similar to that of Delftia acidovorans SPH-1, which was isolated in Germany a decade ago. It was suspected that this organism was not native to the soil sample because it lacked the diversity that is characteristic of other soil organisms; this suspicion was confirmed when PCR testing failed to detect the bacterium in the original soil samples. D. acidovorans was also identified in 16 previously published metagenomes from multiple environments, but detailed-scale single nucleotide polymorphism analysis grouped these into five distinct clades. All of the strains indicated as contaminants fell into one clade. Fragment length anomalies were identified in paired reads mapping to the contaminant clade genotypes only. This finding was used to establish that the DNA was present in specific size selection reagents used during sequencing. Ultimately, the source of the contaminant was identified as bacterial biofilms growing in tubing. On the basis of direct measurement of the rate of fixation of mutations across the period of time in which contamination was occurring, we estimated the time of separation of the contaminant strain from the genomically sequenced ancestral population within a factor of 2. This research serves as a case study of high-resolution microbial forensics and strain tracking accomplished through metagenomics-based comparative genomics. The specific case reported here is unusual in that the study was conducted in the background of a soil metagenome and the conclusions were confirmed by independent methods. IMPORTANCE It is often important to determine the source of a microbial strain. Examples include tracking a bacterium linked to a disease epidemic, contaminating the food supply, or used in bioterrorism. Strain identification and tracking are generally approached by using cultivation-based or relatively nonspecific gene fingerprinting methods. Genomic methods have the ability to distinguish strains, but this approach typically has been restricted to isolates or relatively low-complexity communities. We demonstrate that strain-resolved metagenomics can be applied to extremely complex soil samples. We genotypically defined a soil-associated bacterium and identified it as a contaminant. By linking together snapshots of the bacterial genome over time, it was possible to estimate how long the contaminant had been diverging from a likely source population. The results are congruent with the derivation of the bacterium from a strain isolated in Germany and sequenced a decade ago and highlight the utility of metagenomics in strain tracking.","2017-03-08","2019-06-07 11:57:35","2019-06-07 11:57:35","2019-06-07 11:57:35","e01969-16","","1","8","","","","","","","","","","en","Copyright © 2017 Olm et al.. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International license.","","","","mbio.asm.org","","PMID: 28223457","","; /Users/mattolm/Zotero/storage/4IASJ65K/e01969-16.html; /Users/mattolm/Zotero/storage/XVM5XZ6Z/Olm et al_2017_The Source and Evolutionary History of a Microbial Contaminant Identified.pdf","http://www.ncbi.nlm.nih.gov/pubmed/28223457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDXGP93M","journalArticle","2017","Olm, Matthew R.; Brown, Christopher T.; Brooks, Brandon; Firek, Brian; Baker, Robyn; Burstein, David; Soenjoyo, Karina; Thomas, Brian C.; Morowitz, Michael; Banfield, Jillian F.","Identical bacterial populations colonize premature infant gut, skin, and oral microbiomes and exhibit different in situ growth rates","Genome Research","","1088-9051, 1549-5469","10.1101/gr.213256.116","http://genome.cshlp.org/content/27/4/601","The initial microbiome impacts the health and future development of premature infants. Methodological limitations have led to gaps in our understanding of the habitat range and subpopulation complexity of founding strains, as well as how different body sites support microbial growth. Here, we used metagenomics to reconstruct genomes of strains that colonized the skin, mouth, and gut of two hospitalized premature infants during the first month of life. Seven bacterial populations, considered to be identical given whole-genome average nucleotide identity of >99.9%, colonized multiple body sites, yet none were shared between infants. Gut-associated Citrobacter koseri genomes harbored 47 polymorphic sites that we used to define 10 subpopulations, one of which appeared in the gut after 1 wk but did not spread to other body sites. Differential genome coverage was used to measure bacterial population replication rates in situ. In all cases where the same bacterial population was detected in multiple body sites, replication rates were faster in mouth and skin compared to the gut. The ability of identical strains to colonize multiple body sites underscores the habit flexibility of initial colonists, whereas differences in microbial replication rates between body sites suggest differences in host control and/or resource availability. Population genomic analyses revealed microdiversity within bacterial populations, implying initial inoculation by multiple individual cells with distinct genotypes. Overall, however, the overlap of strains across body sites implies that the premature infant microbiome can exhibit very low microbial diversity.","2017-04-01","2019-04-23 01:47:34","2021-03-15 20:48:49","2019-06-07 11:57:29","601-612","","4","27","","Genome Res.","","","","","","","","en","","","","","genome.cshlp.org","","PMID: 28073918","","; /Users/mattolm/Zotero/storage/SMILUDL7/601.html; /Users/mattolm/Zotero/storage/2HHQM7ID/Olm et al_2017_Identical bacterial populations colonize premature infant gut, skin, and oral.pdf","http://www.ncbi.nlm.nih.gov/pubmed/28073918","Zotero_April11_2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK7I3JW4","journalArticle","2017","Brooks, Brandon; Olm, Matthew R.; Firek, Brian A.; Baker, Robyn; Thomas, Brian C.; Morowitz, Michael J.; Banfield, Jillian F.","Strain-resolved analysis of hospital rooms and infants reveals overlap between the human and room microbiome","Nature Communications","","2041-1723","10.1038/s41467-017-02018-w","https://www.nature.com/articles/s41467-017-02018-w","It is thought that the hospital environment may contribute to infant microbiome development. Here, Brooks et al. present a genome-resolved metagenomic study of microbial genotypes from the infant gut and from neonatal intensive care unit rooms, showing that some strains are found in both infants and rooms.","2017-11-27","2019-04-23 01:48:19","2021-03-15 20:48:54","2019-06-07 11:57:22","1814","","1","8","","","","","","","","","","En","2017 The Author(s)","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/HU8INFEX/s41467-017-02018-w.html; /Users/mattolm/Zotero/storage/SBX76CZP/Brooks et al_2017_Strain-resolved analysis of hospital rooms and infants reveals overlap between.pdf","","Zotero_April11_2018; MyBiliolography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88C2L2VF","journalArticle","2017","Olm, Matthew R.; Brown, Christopher T.; Brooks, Brandon; Banfield, Jillian F.","dRep: a tool for fast and accurate genomic comparisons that enables improved genome recovery from metagenomes through de-replication","The ISME Journal","","1751-7370","10.1038/ismej.2017.126","https://www.nature.com/articles/ismej2017126","The number of microbial genomes sequenced each year is expanding rapidly, in part due to genome-resolved metagenomic studies that routinely recover hundreds of draft-quality genomes. Rapid algorithms have been developed to comprehensively compare large genome sets, but they are not accurate with draft-quality genomes. Here we present dRep, a program that reduces the computational time for pairwise genome comparisons by sequentially applying a fast, inaccurate estimation of genome distance, and a slow, accurate measure of average nucleotide identity. dRep achieves a 28 × increase in speed with perfect recall and precision when benchmarked against previously developed algorithms. We demonstrate the use of dRep for genome recovery from time-series datasets. Each metagenome was assembled separately, and dRep was used to identify groups of essentially identical genomes and select the best genome from each replicate set. This resulted in recovery of significantly more and higher-quality genomes compared to the set recovered using co-assembly.","2017-07-25","2018-06-05 16:38:21","2021-03-15 20:49:01","2019-06-07 11:57:04","2864-2868","","12","11","","","dRep","","","","","","","en","2017 Nature Publishing Group","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/ZABTQFHD/Olm et al_2017_dRep.pdf; /Users/mattolm/Zotero/storage/Y3Y8JJ5J/ismej2017126.html","","Zotero_April11_2018; MyBiliolography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADREBLD7","journalArticle","2018","Rahman, Sumayah F.; Olm, Matthew R.; Morowitz, Michael J.; Banfield, Jillian F.","Machine Learning Leveraging Genomes from Metagenomes Identifies Influential Antibiotic Resistance Genes in the Infant Gut Microbiome","mSystems","","2379-5077","10.1128/mSystems.00123-17","https://msystems.asm.org/content/3/1/e00123-17","Antibiotic resistance in pathogens is extensively studied, and yet little is known about how antibiotic resistance genes of typical gut bacteria influence microbiome dynamics. Here, we leveraged genomes from metagenomes to investigate how genes of the premature infant gut resistome correspond to the ability of bacteria to survive under certain environmental and clinical conditions. We found that formula feeding impacts the resistome. Random forest models corroborated by statistical tests revealed that the gut resistome of formula-fed infants is enriched in class D beta-lactamase genes. Interestingly, Clostridium difficile strains harboring this gene are at higher abundance in formula-fed infants than C. difficile strains lacking this gene. Organisms with genes for major facilitator superfamily drug efflux pumps have higher replication rates under all conditions, even in the absence of antibiotic therapy. Using a machine learning approach, we identified genes that are predictive of an organism’s direction of change in relative abundance after administration of vancomycin and cephalosporin antibiotics. The most accurate results were obtained by reducing annotated genomic data to five principal components classified by boosted decision trees. Among the genes involved in predicting whether an organism increased in relative abundance after treatment are those that encode subclass B2 beta-lactamases and transcriptional regulators of vancomycin resistance. This demonstrates that machine learning applied to genome-resolved metagenomics data can identify key genes for survival after antibiotics treatment and predict how organisms in the gut microbiome will respond to antibiotic administration. IMPORTANCE The process of reconstructing genomes from environmental sequence data (genome-resolved metagenomics) allows unique insight into microbial systems. We apply this technique to investigate how the antibiotic resistance genes of bacteria affect their ability to flourish in the gut under various conditions. Our analysis reveals that strain-level selection in formula-fed infants drives enrichment of beta-lactamase genes in the gut resistome. Using genomes from metagenomes, we built a machine learning model to predict how organisms in the gut microbial community respond to perturbation by antibiotics. This may eventually have clinical applications.","2018-02-27","2018-06-05 16:43:30","2021-03-15 20:49:08","2019-06-07 11:56:46","e00123-17","","1","3","","","","","","","","","","en","Copyright © 2018 Rahman et al.. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International license.","","","","msystems.asm.org","","PMID: 29359195","","; /Users/mattolm/Zotero/storage/5K22QDC5/e00123-17.html; /Users/mattolm/Zotero/storage/S5CTYZVK/Rahman et al_2018_Machine Learning Leveraging Genomes from Metagenomes Identifies Influential.pdf","http://www.ncbi.nlm.nih.gov/pubmed/29359195","Zotero_April11_2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BRA8SIG","journalArticle","2018","Brown, Christopher T.; Xiong, Weili; Olm, Matthew R.; Thomas, Brian C.; Baker, Robyn; Firek, Brian; Morowitz, Michael J.; Hettich, Robert L.; Banfield, Jillian F.","Hospitalized Premature Infants Are Colonized by Related Bacterial Strains with Distinct Proteomic Profiles","mBio","","2150-7511","10.1128/mBio.00441-18","https://mbio.asm.org/content/9/2/e00441-18","During the first weeks of life, microbial colonization of the gut impacts human immune system maturation and other developmental processes. In premature infants, aberrant colonization has been implicated in the onset of necrotizing enterocolitis (NEC), a life-threatening intestinal disease. To study the premature infant gut colonization process, genome-resolved metagenomics was conducted on 343 fecal samples collected during the first 3 months of life from 35 premature infants housed in a neonatal intensive care unit, 14 of whom developed NEC, and metaproteomic measurements were made on 87 samples. Microbial community composition and proteomic profiles remained relatively stable on the time scale of a week, but the proteome was more variable. Although genetically similar organisms colonized many infants, most infants were colonized by distinct strains with metabolic profiles that could be distinguished using metaproteomics. Microbiome composition correlated with infant, antibiotics administration, and NEC diagnosis. Communities were found to cluster into seven primary types, and community type switched within infants, sometimes multiple times. Interestingly, some communities sampled from the same infant at subsequent time points clustered with those of other infants. In some cases, switches preceded onset of NEC; however, no species or community type could account for NEC across the majority of infants. In addition to a correlation of protein abundances with organism replication rates, we found that organism proteomes correlated with overall community composition. Thus, this genome-resolved proteomics study demonstrated that the contributions of individual organisms to microbiome development depend on microbial community context. IMPORTANCE Humans are colonized by microbes at birth, a process that is important to health and development. However, much remains to be known about the fine-scale microbial dynamics that occur during the colonization period. We conducted a genome-resolved study of microbial community composition, replication rates, and proteomes during the first 3 months of life of both healthy and sick premature infants. Infants were found to be colonized by similar microbes, but each underwent a distinct colonization trajectory. Interestingly, related microbes colonizing different infants were found to have distinct proteomes, indicating that microbiome function is not only driven by which organisms are present, but also largely depends on microbial responses to the unique set of physiological conditions in the infant gut.","2018-05-02","2018-06-05 16:42:09","2021-03-15 20:49:14","2019-06-07 11:56:37","e00441-18","","2","9","","","","","","","","","","en","Copyright © 2018 Brown et al.. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International license.","","","","mbio.asm.org","","PMID: 29636439","","; /Users/mattolm/Zotero/storage/WBZ3NBKL/e00441-18.html; /Users/mattolm/Zotero/storage/5H7YTNEZ/Brown et al_2018_Hospitalized Premature Infants Are Colonized by Related Bacterial Strains with.pdf","http://www.ncbi.nlm.nih.gov/pubmed/29636439","metagenomics; human microbiome; necrotizing enterocolitis; iRep; metaproteomics; microbial colonization; microbial genomics; neonates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6XUA6UL","journalArticle","2018","Brooks, Brandon; Olm, Matthew R.; Firek, Brian A.; Baker, Robyn; Geller-McGrath, David; Reimer, Sophia R.; Soenjoyo, Karina R.; Yip, Jennifer S.; Dahan, Dylan; Thomas, Brian C.; Morowitz, Michael J.; Banfield, Jillian F.","The developing premature infant gut microbiome is a major factor shaping the microbiome of neonatal intensive care unit rooms","Microbiome","","2049-2618","10.1186/s40168-018-0493-5","https://doi.org/10.1186/s40168-018-0493-5","The neonatal intensive care unit (NICU) contains a unique cohort of patients with underdeveloped immune systems and nascent microbiome communities. Patients often spend several months in the same room, and it has been previously shown that the gut microbiomes of these infants often resemble the microbes found in the NICU. Little is known, however, about the identity, persistence, and absolute abundance of NICU room-associated bacteria over long stretches of time. Here, we couple droplet digital PCR (ddPCR), 16S rRNA gene surveys, and recently published metagenomics data from infant gut samples to infer the extent to which the NICU microbiome is shaped by its room occupants.","2018-06-20","2019-06-07 11:56:27","2019-06-07 11:56:27","2019-06-07 11:56:27","112","","1","6","","Microbiome","","","","","","","","","","","","","BioMed Central","","","","/Users/mattolm/Zotero/storage/FFJE8ZUX/Brooks et al_2018_The developing premature infant gut microbiome is a major factor shaping the.pdf; /Users/mattolm/Zotero/storage/ZIZJDT2N/s40168-018-0493-5.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2X9KE4PQ","journalArticle","2019","Carnevali, Paula B. Matheus; Schulz, Frederik; Castelle, Cindy J.; Kantor, Rose S.; Shih, Patrick M.; Sharon, Itai; Santini, Joanne M.; Olm, Matthew R.; Amano, Yuki; Thomas, Brian C.; Anantharaman, Karthik; Burstein, David; Becraft, Eric D.; Stepanauskas, Ramunas; Woyke, Tanja; Banfield, Jillian F.","Hydrogen-based metabolism as an ancestral trait in lineages sibling to the Cyanobacteria","Nature Communications","","2041-1723","10.1038/s41467-018-08246-y","https://www.nature.com/articles/s41467-018-08246-y","Most cyanobacteria are oxygenic photoautotrophs, and fermenters under dark anoxic conditions. Here, the authors analyse genomic sequences of related uncultivated bacteria, inferring their metabolic potential, and supporting that their common ancestor was an anaerobe capable of fermentation and H2 metabolism.","2019-01-28","2019-06-07 11:55:17","2019-06-07 11:55:55","2019-06-07 11:55:17","463","","1","10","","","","","","","","","","En","2019 The Author(s)","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/DZNFTT9L/s41467-018-08246-y.html; /Users/mattolm/Zotero/storage/3TN9Z4UT/Carnevali et al_2019_Hydrogen-based metabolism as an ancestral trait in lineages sibling to the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNAL3EIK","journalArticle","2019","Rahman, Sumayah F.; Olm, Matthew R.; Morowitz, Michael J.; Banfield, Jill F.","Functional potential of bacterial strains in the premature infant gut microbiome is associated with gestational age","bioRxiv","","","10.1101/530139","https://www.biorxiv.org/content/10.1101/530139v1","<p>The gut microbiota of premature and full-term infants have many known differences, but the extent to which the degree of prematurity influences the structure and functional potential of the microbiome has not been deeply explored. Here, we used genome-resolved metagenomics to address how gestational age impacts the premature infant gut microbiome. We found that gestational age is associated with species richness, with more premature infants having lower species richness; this effect lasts until the fourth week of life. Novel Clostridium species and strains related to Streptococcus salivarius and Enterococcus faecalis colonize infants of different gestational ages, and the metabolic potential of these organisms can be distinguished. Thus, we conclude that the extent of prematurity, or directly linked factors, can be an important influence on the microbiome and its functions.</p>","2019-01-24","2019-06-07 11:55:23","2019-06-07 11:55:23","2019-06-07 11:55:23","530139","","","","","","","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","www.biorxiv.org","","","","/Users/mattolm/Zotero/storage/59V2GK57/530139v1.html; /Users/mattolm/Zotero/storage/GQ9CIU3T/Rahman et al_2019_Functional potential of bacterial strains in the premature infant gut.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIY8TBV7","journalArticle","2019","Bouma-Gregson, Keith; Olm, Matthew R.; Probst, Alexander J.; Anantharaman, Karthik; Power, Mary E.; Banfield, Jillian F.","Impacts of microbial assemblage and environmental conditions on the distribution of anatoxin-a producing cyanobacteria within a river network","The ISME Journal","","1751-7370","10.1038/s41396-019-0374-3","https://www.nature.com/articles/s41396-019-0374-3","Blooms of planktonic cyanobacteria have long been of concern in lakes, but more recently, harmful impacts of riverine benthic cyanobacterial mats been recognized. As yet, we know little about how various benthic cyanobacteria are distributed in river networks, or how environmental conditions or other associated microbes in their consortia affect their biosynthetic capacities. We performed metagenomic sequencing for 22 Oscillatoriales-dominated (Cyanobacteria) microbial mats collected across the Eel River network in Northern California and investigated factors associated with anatoxin-a producing cyanobacteria. All microbial communities were dominated by one or two cyanobacterial species, so the key mat metabolisms involve oxygenic photosynthesis and carbon oxidation. Only a few metabolisms fueled the growth of the mat communities, with little evidence for anaerobic metabolic pathways. We genomically defined four cyanobacterial species, all which shared <96% average nucleotide identity with reference Oscillatoriales genomes and are potentially novel species in the genus Microcoleus. One of the Microcoleus species contained the anatoxin-a biosynthesis genes, and we describe the first anatoxin-a gene cluster from the Microcoleus clade within Oscillatoriales. Occurrence of these four Microcoleus species in the watershed was correlated with total dissolved nitrogen and phosphorus concentrations, and the species that contains the anatoxin-a gene cluster was found in sites with higher nitrogen concentrations. Microbial assemblages in mat samples with the anatoxin-a gene cluster consistently had a lower abundance of Burkholderiales (Betaproteobacteria) species than did mats without the anatoxin-producing genes. The associations of water nutrient concentrations and certain co-occurring microbes with anatoxin-a producing Microcoleus motivate further exploration for their roles as potential controls on the distributions of toxigenic benthic cyanobacteria in river networks.","2019-02-26","2019-05-25 00:37:20","2019-06-07 04:47:05","2019-05-25 00:37:21","1618","","6","13","","","","","","","","","","En","2019 The Author(s)","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/Y4YPQ9LU/Bouma-Gregson et al_2019_Impacts of microbial assemblage and environmental conditions on the.pdf; /Users/mattolm/Zotero/storage/K6PRCRFB/s41396-019-0374-3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK65TPRC","journalArticle","2019","Devoto, Audra E.; Santini, Joanne M.; Olm, Matthew R.; Anantharaman, Karthik; Munk, Patrick; Tung, Jenny; Archie, Elizabeth A.; Turnbaugh, Peter J.; Seed, Kimberley D.; Blekhman, Ran; Aarestrup, Frank M.; Thomas, Brian C.; Banfield, Jillian F.","Megaphages infect Prevotella and variants are widespread in gut microbiomes","Nature Microbiology","","2058-5276","10.1038/s41564-018-0338-9","https://www.nature.com/articles/s41564-018-0338-9","Here the authors discover megaphages, or Lak phages, with genomes &gt;540 kilobases in length in the gut microbiomes of a range of hosts, identify Prevotella as the bacterial host and suggest that these phages are common members of the mammalian gut microbiome.","2019-04-28","2019-06-07 04:09:35","2019-06-07 04:46:30","2019-06-07 04:09:35","693","","4","4","","","","","","","","","","En","2019 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","","","/Users/mattolm/Zotero/storage/KTHRI3T2/s41564-018-0338-9.html; /Users/mattolm/Zotero/storage/QDL8L9BV/Devoto et al_2019_Megaphages infect Prevotella and variants are widespread in gut microbiomes.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RD8NEX4M","journalArticle","2019","Olm, Matthew R.; West, Patrick T.; Brooks, Brandon; Firek, Brian A.; Baker, Robyn; Morowitz, Michael J.; Banfield, Jillian F.","Genome-resolved metagenomics of eukaryotic populations during early colonization of premature infants and in hospital rooms","Microbiome","","2049-2618","10.1186/s40168-019-0638-1","https://doi.org/10.1186/s40168-019-0638-1","Fungal infections are a significant cause of mortality and morbidity in hospitalized preterm infants, yet little is known about eukaryotic colonization of infants and of the neonatal intensive care unit as a possible source of colonizing strains. This is partly because microbiome studies often utilize bacterial 16S rRNA marker gene sequencing, a technique that is blind to eukaryotic organisms. Knowledge gaps exist regarding the phylogeny and microdiversity of eukaryotes that colonize hospitalized infants, as well as potential reservoirs of eukaryotes in the hospital room built environment.","2019-02-15","2019-06-07 04:09:23","2019-06-07 04:09:23","2019-06-07 04:09:23","26","","1","7","","Microbiome","","","","","","","","","","","","","BioMed Central","","","","/Users/mattolm/Zotero/storage/NX95C69W/s40168-019-0638-1.html; /Users/mattolm/Zotero/storage/7QU5US3U/Olm et al_2019_Genome-resolved metagenomics of eukaryotic populations during early.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3DTZYJ4B","journalArticle","2021","Carnevali, Paula B Matheus; Lavy, Adi; Thomas, Alex D; Crits-Christoph, Alexander; Diamond, Spencer; Méheust, Raphaël; Olm, Matthew R; Sharrar, Allison; Lei, Shufei; Dong, Wenming","Meanders as a scaling motif for understanding of floodplain soil microbiome and biogeochemical potential at the watershed scale","Microbiome","","2049-2618","https://doi.org/10.1186/s40168-020-00957-z","https://doi.org/10.1186/s40168-020-00957-z","","2021","2021-06-07 21:01:42","2021-06-07 21:08:12","","1-23","","1","9","","Microbiome","","","","","","","","","","","","","","","Publisher: BioMed Central","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KBCFG2R","journalArticle","2021","Olm, Matthew R; Sonnenburg, Justin L","Ancient human faeces reveal gut microbes of the past","Nature","","","https://doi.org/10.1038/d41586-021-01266-7","https://doi.org/10.1038/d41586-021-01266-7","","2021","2021-06-07 21:01:42","2021-06-07 21:07:55","","","","","","","","","","","","","","","","","","","","","","Publisher: Nature Publishing Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
